Nombre d'enregistrements,Position,Aerialswon,Age,Apps,Assists,Club,Goals,Image,Mins,Motm,Perfattack,Perfdef,Perfposs,player (Sheet1 players!score),player (Sheet1 players!stats),Player,Points,Ps,rank (Sheet1 players!stats),Rank,Rating,Red,Spg,Team,Total,Yel
1,Defender,3.1,32,13(1),,Marseille,1,//img.fifa.com/images/flags/4/fra.png,1262,,111,210,251,Adil Rami,Adil Rami,Adil Rami,1166,83,31,197,7,,0.4,France,571,3
1,Midfielder,1,23,35,1,Montpellier,4,//img.fifa.com/images/flags/4/tun.png,3052,2,321,68,131,Ellyes Skhiri,Ellyes Skhiri,Ellyes Skhiri,1012,86.2,43,37,7.13,,1.1,Tunisia,521,8
1,Midfielder,0.5,25,26(5),6,Dijon,7,//img.fifa.com/images/flags/4/tun.png,2297,3,593,67,-176,Naim Sliti,Naim Sliti,Naim Sliti,1012,73.1,46,16,7.31,,1.9,Tunisia,484,2
1,Defender,1.6,25,25(2),7,Monaco,2,//img.fifa.com/images/flags/4/fra.png,2157,4,258,30,132,Djibril Sidibe,Djibril Sidibe,Djibril Sidibe,1166,85.3,54,33,7.14,,0.7,France,421,4
1,Midfielder,0.8,31,31(2),6,Monaco,1,//img.fifa.com/images/flags/4/por.png,2801,2,246,-60,226,Joao Moutinho,Joao Moutinho,Joao Moutinho,1306,86.3,56,48,7.11,,0.7,Portugal,412,6
1,Defender,1,26,16(8),4,Paris Saint Germain,4,//img.fifa.com/images/flags/4/bel.png,1573,,255,55,97,Thomas Meunier,Thomas Meunier,Thomas Meunier,1346,84.8,57,54,7.09,,0.5,Belgium,407,3
1,Defender,1.2,25,35,5,Bordeaux,,//img.fifa.com/images/flags/4/sen.png,3094,2,203,207,-36,Youssouf Sabaly,Youssouf Sabaly,Youssouf Sabaly,825,82.3,64,45,7.11,,0.3,Senegal,375,3
1,Midfielder,0.2,22,27(3),8,Monaco,2,//img.fifa.com/images/flags/4/fra.png,2383,1,338,-21,15,Thomas Lemar,Thomas Lemar,Thomas Lemar,1166,84.8,79,51,7.1,,1.6,France,332,1
1,Defender,2,28,8(2),1,Marseille,1,//img.fifa.com/images/flags/4/jap.png,765,,72,213,20,Hiroki Sakai,Hiroki Sakai,Hiroki Sakai,528,79.4,90,77,7.26,,0.4,Japan,305,1
1,Goalkeeper,,33,7,,Marseille,,//img.fifa.com/images/flags/4/fra.png,630,,0,226,75,Steve Mandanda,Steve Mandanda,Steve Mandanda,1166,60.3,94,708,6.26,,,France,301,
1,Goalkeeper,0.4,28,38,,Guingamp,,//img.fifa.com/images/flags/4/swe.png,3420,1,3,128,70,Karl-Johan Johnsson,Karl-Johan Johnsson,Karl-Johan Johnsson,889,58.6,140,198,6.68,,,Sweden,202,
1,Midfielder,0.5,20,22(2),3,Rennes,5,//img.fifa.com/images/flags/4/sen.png,1866,,430,38,-275,Ismaila Sarr,Ismaila Sarr,Ismaila Sarr,825,79.7,147,92,6.92,,1.7,Senegal,193,2
1,Midfielder,0.7,27,23(1),2,Rennes,9,//img.fifa.com/images/flags/4/tun.png,1927,3,551,-205,-157,Wahbi Khazri,Wahbi Khazri,Wahbi Khazri,1012,77.6,150,68,7,1,2.7,Tunisia,189,7
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/ger.png,,,0,129,32,,Kevin Trapp,Kevin Trapp,1544,,164,,,,,Germany,162,
1,Midfielder,0.5,29,12(8),3,Toulouse,3,//img.fifa.com/images/flags/4/swe.png,1032,1,168,-6,-22,Jimmy Durmaz,Jimmy Durmaz,Jimmy Durmaz,889,72.9,178,216,6.61,,0.7,Sweden,140,5
1,Defender,1.4,21,16(6),1,Nantes,1,//img.fifa.com/images/flags/4/nga.png,1510,1,67,160,-104,Chidozie Awaziem,Chidozie Awaziem,Chidozie Awaziem,635,76.5,193,188,6.7,1,0.6,Nigeria,123,2
1,Midfielder,,20,1(3),1,Nice,,//img.fifa.com/images/flags/4/tun.png,97,,133,-8,-18,Bassem Srarfi,Bassem Srarfi,Bassem Srarfi,1012,88.1,205,507,6.59,,0.5,Tunisia,106,1
1,Goalkeeper,0.3,33,34,,Monaco,,//img.fifa.com/images/flags/4/cro.png,2941,,0,-22,103,Danijel Subasic,Danijel Subasic,Danijel Subasic,975,63.7,231,233,6.57,,,Croatia,82,3
1,Midfielder,1,21,18(9),1,Monaco,,//img.fifa.com/images/flags/4/bel.png,1567,,79,-1,0,Youri Tielemans,Youri Tielemans,Youri Tielemans,1346,81.8,234,123,6.84,,0.9,Belgium,78,1
1,Midfielder,1,31,27(5),1,Juventus,3,//img.fifa.com/images/flags/4/fra.png,2355,,0,9,-2,Blaise Matuidi,Blaise Matuidi,Blaise Matuidi,1166,91.6,324,129,6.8,,0.8,France,7,3
1,Forward,1.9,31,8(15),,Toulouse,,//img.fifa.com/images/flags/4/swe.png,796,,46,-51,11,Ola Toivonen,Ola Toivonen,Ola Toivonen,889,71.5,327,293,6.27,,0.8,Sweden,6,2
1,Midfielder,0.3,21,27(6),9,Valencia,5,//img.fifa.com/images/flags/4/por.png,2444,3,1,0,1,Goncalo Guedes,Goncalo Guedes,Goncalo Guedes,1306,79.3,340,27,7.16,,1.8,Portugal,2,2
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,0,-44,10,,Abdoulaye Diallo,Abdoulaye Diallo,825,,426,,,,,Senegal,-33,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,23,-36,-29,,Saliou Ciss,Saliou Ciss,825,,439,,,,,Senegal,-41,
1,Midfielder,2.7,24,37,1,Bordeaux,3,//img.fifa.com/images/flags/4/den.png,3286,,68,-4,-118,Lukas Lerager,Lukas Lerager,Lukas Lerager,1054,77.1,455,87,6.94,,1.1,Denmark,-54,8
1,Forward,2.3,25,28(5),1,Amiens,13,//img.fifa.com/images/flags/4/sen.png,2482,2,357,-163,-267,Moussa Konate,Moussa Konate,Moussa Konate,825,67.7,472,209,6.64,,2.1,Senegal,-72,8
1,Forward,,,,,,,//img.fifa.com/images/flags/4/den.png,,,68,-64,-92,,Martin Braithwaite,Martin Braithwaite,1054,,483,,,,,Denmark,-88,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,-3,-75,-37,,Hamza Mendyl,Hamza Mendyl,681,,497,,,,,Morocco,-115,
1,Goalkeeper,,35,29,,Metz,,//img.fifa.com/images/flags/4/jap.png,2570,,0,-159,-60,Eiji Kawashima,Eiji Kawashima,Eiji Kawashima,528,49.3,513,217,6.61,1,,Japan,-219,
1,Defender,0.5,26,27(6),1,Dijon,1,//img.fifa.com/images/flags/4/tun.png,2501,,102,-256,-141,Oussama Haddadi,Oussama Haddadi,Oussama Haddadi,1012,78,515,252,6.5,1,0.2,Tunisia,-296,6
1,Defender,,,,,,,//img.fifa.com/images/flags/4/bra.png,,,158,412,-140,,Fagner,Fagner,1384,,51,,,,,Brazil,431,
1,Defender,3,27,7,,Sao Paulo,1,//img.fifa.com/images/flags/4/por.png,586,,119,411,-126,Bruno Alves,Bruno Alves,Bruno Alves,1306,84.1,59,93,6.99,,0.3,Portugal,403,3
1,Forward,,,,,,,//img.fifa.com/images/flags/4/bra.png,,,599,-3,-194,,Fred,Fred,1384,,61,,,,,Brazil,402,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/per.png,,,470,-10,-138,,Christian Cueva,Christian Cueva,1106,,88,,,,,Peru,322,
1,Forward,,,,,,,//img.fifa.com/images/flags/4/per.png,,,430,-46,-198,,Paolo Guerrero,Paolo Guerrero,1106,,157,,,,,Peru,186,
1,Goalkeeper,0.4,31,5,,Corinthians,,//img.fifa.com/images/flags/4/bra.png,450,,0,133,40,Cassio,Cassio,Cassio,1384,60.9,162,39,7.22,,,Brazil,173,
1,Midfielder,0.8,29,4(4),1,New York City FC,,//img.fifa.com/images/flags/4/crc.png,419,,276,108,-231,Rodney Wallace,Rodney Wallace,Rodney Wallace,858,78.6,184,263,6.46,,1.1,Costa Rica,153,1
1,Defender,,,,,,,//img.fifa.com/images/flags/4/col.png,,,80,60,-22,,Yerry Mina,Yerry Mina,989,,226,,,,,Colombia,118,
1,Midfielder,0.2,25,37,,Roma,,//img.fifa.com/images/flags/4/bra.png,3330,1,188,-28,-60,Alisson,Alisson,Alisson,1384,78.9,244,62,6.99,,,Brazil,101,1
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/esp.png,,,0,-14,8,,Rodrigo,Rodrigo,1162,,497,,,,,Spain,-6,
1,Midfielder,1.4,25,6(1),1,Braga,,//img.fifa.com/images/flags/4/bra.png,521,,42,-15,-129,Paulinho,Paulinho,Paulinho,1384,67,657,534,6.56,,1.3,Brazil,-102,2
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,66,378,137,,Hugo Ayala,Hugo Ayala,1008,,4,,,,,Mexico,581,
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,17,429,132,,Alfredo Talavera,Alfredo Talavera,1008,,5,,,,,Mexico,579,
1,Defender,2.4,24,17(3),,Eintracht Frankfurt,,//img.fifa.com/images/flags/4/mex.png,1608,,41,371,115,Carlos Salcedo,Carlos Salcedo,Carlos Salcedo,1008,80.3,10,184,6.68,,0.3,Mexico,526,5
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,456,53,7,,Marco Fabian,Marco Fabian,1008,,13,,,,,Mexico,516,
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,0,337,24,,Jesus Corona,Jesus Corona,1008,,37,,,,,Mexico,361,
1,Forward,0.6,22,29,8,PSV Eindhoven,17,//img.fifa.com/images/flags/4/mex.png,2350,8,221,87,-65,Hirving Lozano,Hirving Lozano,Hirving Lozano,1008,75.3,88,3,7.9,2,3.4,Mexico,243,4
1,Forward,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,235,-5,-32,,Oribe Peralta,Oribe Peralta,1008,,120,,,,,Mexico,198,
1,Forward,0.7,24,33,12,AZ Alkmaar,21,//img.fifa.com/images/flags/4/irn.png,2840,14,1507,53,-43,Alireza Jahanbakhsh,Alireza Jahanbakhsh,Alireza Jahanbakhsh,727,73.4,1,2,8.2,,4.3,Iran,1517,3
1,Midfielder,0.2,25,34,15,Ajax,9,//img.fifa.com/images/flags/4/mar.png,3043,9,1306,-120,60,Hakim Ziyech,Hakim Ziyech,Hakim Ziyech,681,75.4,2,1,8.21,,4.9,Morocco,1246,4
1,Midfielder,1.9,32,27(3),3,Ajax,10,//img.fifa.com/images/flags/4/den.png,2350,2,614,48,162,Lasse Schone,Lasse Schone,Lasse Schone,1054,87,11,11,7.45,,1.9,Denmark,824,6
1,Defender,1,26,30,6,PSV Eindhoven,3,//img.fifa.com/images/flags/4/col.png,2664,2,435,92,197,Santiago Arias,Santiago Arias,Santiago Arias,989,82.3,17,25,7.25,,1.5,Colombia,724,5
1,Midfielder,0.6,33,31,4,Feyenoord,2,//img.fifa.com/images/flags/4/mar.png,2780,1,257,209,207,Karim El Ahmadi,Karim El Ahmadi,Karim El Ahmadi,681,89.6,23,34,7.19,,1.3,Morocco,674,2
1,Defender,,,,,,,//img.fifa.com/images/flags/4/per.png,,,86,192,47,,Renato Tapia,Renato Tapia,1106,,86,,,,,Peru,325,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/arg.png,,,78,65,64,,Nicolas Tagliafico,Nicolas Tagliafico,1254,,122,,,,,Argentina,207,
1,Forward,0.5,20,11(12),,Ajax,6,//img.fifa.com/images/flags/4/den.png,1143,,217,27,-87,Kasper Dolberg,Kasper Dolberg,Kasper Dolberg,1054,78.1,150,160,6.69,,2,Denmark,156,
1,Goalkeeper,0.3,36,31,,Feyenoord,,//img.fifa.com/images/flags/4/aus.png,2790,,9,94,48,Brad Jones,Brad Jones,Brad Jones,700,58.8,154,181,6.6,,,Australia,151,1
1,Forward,1,30,30(5),1,SC Heerenveen,9,//img.fifa.com/images/flags/4/irn.png,2509,,341,-15,-189,Reza Ghoochannejhad,Reza Ghoochannejhad,Reza Ghoochannejhad,727,69.8,161,205,6.48,,1.8,Iran,137,3
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,67,28,11,,Albert Gudmundsson,Albert Gudmundsson,930,,187,,,,,Iceland,105,
1,Defender,1.3,22,28,2,ADO Den Haag,,//img.fifa.com/images/flags/4/nga.png,2375,1,137,38,-120,Tyronne Ebuehi,Tyronne Ebuehi,Tyronne Ebuehi,635,79.2,220,117,6.83,1,0.2,Nigeria,55,1
1,Midfielder,1.2,21,11(10),2,Feyenoord,1,//img.fifa.com/images/flags/4/mar.png,1190,,86,-2,-41,Sofyan Amrabat,Sofyan Amrabat,Sofyan Amrabat,681,86.1,237,146,6.73,,0.8,Morocco,43,4
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,758,5,116,,Giovani dos Santos,Giovani dos Santos,1008,,5,,,,,Mexico,879,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,298,72,15,,Christian Bolanos,Christian Bolanos,858,,74,,,,,Costa Rica,385,
1,Defender,0.1,23,4(5),,New York City FC,1,//img.fifa.com/images/flags/4/crc.png,341,,302,170,-196,Ronald Matarrita,Ronald Matarrita,Ronald Matarrita,858,81.6,136,267,6.43,,0.7,Costa Rica,276,1
1,Defender,2.8,30,13,1,Vancouver Whitecaps,1,//img.fifa.com/images/flags/4/crc.png,1093,1,213,33,-15,Kendall Waston,Kendall Waston,Kendall Waston,858,77.7,162,164,6.79,1,1.4,Costa Rica,231,4
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,26,6,-67,,Johan Venegas,Johan Venegas,858,,471,,,,,Costa Rica,-36,
1,Midfielder,0.3,23,6,3,Sporting CP,3,//img.fifa.com/images/flags/4/por.png,567,1,706,64,-70,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,1306,79.9,7,2,8,,4,Portugal,700,1
1,Midfielder,1,24,26(1),4,FC Porto,2,//img.fifa.com/images/flags/4/por.png,2271,3,277,328,8,Ricardo Pereira,Ricardo Pereira,Ricardo Pereira,1306,80.3,11,6,7.59,,0.7,Portugal,613,3
1,Defender,4.3,27,4,,Sporting CP,,//img.fifa.com/images/flags/4/uru.png,360,,106,316,161,Sebastian Coates,Sebastian Coates,Sebastian Coates,976,82.4,12,170,7.04,,1.5,Uruguay,583,2
1,Goalkeeper,,30,6,,Sporting CP,,//img.fifa.com/images/flags/4/por.png,570,,0,408,139,Rui Patricio,Rui Patricio,Rui Patricio,1306,72.1,15,459,6.65,,,Portugal,547,
1,Midfielder,2.2,28,26(3),4,FC Porto,3,//img.fifa.com/images/flags/4/mex.png,2335,1,235,71,125,Hector Herrera,Hector Herrera,Hector Herrera,1008,84.7,25,8,7.5,,1.3,Mexico,431,7
1,Midfielder,2.3,26,3(1),,Sporting CP,,//img.fifa.com/images/flags/4/por.png,256,,128,129,130,William Carvalho,William Carvalho,William Carvalho,1306,91.1,28,68,7.3,,0.3,Portugal,386,2
1,Forward,0.2,27,19(7),4,Benfica,9,//img.fifa.com/images/flags/4/arg.png,1608,1,395,53,-115,Eduardo Salvio,Eduardo Salvio,Eduardo Salvio,1254,81,38,45,7.05,,1.9,Argentina,334,4
1,Forward,0.8,23,5,,Sporting CP,1,//img.fifa.com/images/flags/4/por.png,475,,427,-2,-103,Gelson Martins,Gelson Martins,Gelson Martins,1306,86.9,41,120,7.16,,1.8,Portugal,321,
1,Defender,1.9,21,24,,Benfica,3,//img.fifa.com/images/flags/4/por.png,2151,,71,185,47,Ruben Dias,Ruben Dias,Ruben Dias,1306,85.2,44,57,6.95,,0.4,Portugal,303,4
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,103,122,64,,Diego Reyes,Diego Reyes,1008,,47,,,,,Mexico,288,
1,Midfielder,0.7,26,4(2),,Sporting CP,,//img.fifa.com/images/flags/4/arg.png,404,1,370,115,-222,Marcos Acuna,Marcos Acuna,Marcos Acuna,1254,72.2,53,216,6.97,,2,Argentina,263,
1,Forward,0.2,21,17(4),4,Benfica,3,//img.fifa.com/images/flags/4/srb.png,1543,3,234,-40,17,Andrija Zivkovic,Andrija Zivkovic,Andrija Zivkovic,732,82.2,72,27,7.22,1,1.4,Serbia,211,4
1,Midfielder,0.3,32,6,1,Sporting CP,,//img.fifa.com/images/flags/4/crc.png,488,,116,49,30,Bryan Ruiz,Bryan Ruiz,Bryan Ruiz,858,84.4,76,187,7.01,,1.7,Costa Rica,195,1
1,Forward,1.5,27,6(27),6,Benfica,6,//img.fifa.com/images/flags/4/mex.png,970,1,240,19,-66,Raul Jimenez,Raul Jimenez,Raul Jimenez,1008,68.7,77,177,6.59,,1.5,Mexico,193,3
1,Midfielder,,21,0(5),,Gremio,,//img.fifa.com/images/flags/4/por.png,93,,110,21,48,Pepe,Pepe,Pepe,1306,75.6,86,281,6.21,,0.4,Portugal,178,1
1,Forward,0.6,27,5,1,Vitoria de Guimaraes,2,//img.fifa.com/images/flags/4/per.png,386,,267,14,-108,Paolo Hurtado,Paolo Hurtado,Paolo Hurtado,1106,80.7,90,364,6.75,,0.8,Peru,174,2
1,Midfielder,0.7,22,18,1,Feirense,4,//img.fifa.com/images/flags/4/nga.png,1620,,235,106,-210,Oghenekaro Etebo,Oghenekaro Etebo,Oghenekaro Etebo,635,77,119,109,6.78,,2,Nigeria,132,5
1,Forward,0.5,26,9(11),2,Benfica,4,//img.fifa.com/images/flags/4/sui.png,832,,207,-44,-49,Haris Seferovic,Haris Seferovic,Haris Seferovic,1179,72.5,133,187,6.54,,1.5,Switzerland,114,1
1,Defender,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,25,18,-5,,Miguel Layun,Miguel Layun,1008,,207,,,,,Mexico,37,
1,Goalkeeper,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,-3,-6,-4,,Amir Abedzadeh,Amir Abedzadeh,727,,353,,,,,Iran,-13,
1,Defender,3.9,27,41(1),,Leeds,3,//img.fifa.com/images/flags/4/swe.png,3560,3,163,612,167,Pontus Jansson,Pontus Jansson,Pontus Jansson,889,83.2,10,45,7.12,,0.6,Sweden,943,13
1,Midfielder,1.7,28,37(5),,Wolverhampton Wanderers,4,//img.fifa.com/images/flags/4/mar.png,3398,3,244,144,178,Romain Saiss,Romain Saiss,Romain Saiss,681,83.8,45,55,7.09,,1,Morocco,566,11
1,Midfielder,2.6,25,38(1),3,Queens Park Rangers,6,//img.fifa.com/images/flags/4/aus.png,3389,4,559,143,-388,Massimo Luongo,Massimo Luongo,Massimo Luongo,700,71.6,121,15,7.32,,1.7,Australia,314,10
1,Defender,0.7,28,31(3),4,Sunderland,2,//img.fifa.com/images/flags/4/crc.png,2605,3,380,157,-236,Bryan Oviedo,Bryan Oviedo,Bryan Oviedo,858,73.1,131,73,7.03,,0.7,Costa Rica,301,9
1,Midfielder,1.1,30,11(14),2,Aston Villa,3,//img.fifa.com/images/flags/4/isl.png,1100,,190,97,4,Birkir Bjarnason,Birkir Bjarnason,Birkir Bjarnason,930,82.8,137,295,6.61,,1,Iceland,291,1
1,Goalkeeper,0.5,30,45,,Ipswich,,//img.fifa.com/images/flags/4/pol.png,4050,1,-27,362,-123,Bartosz Bialkowski,Bartosz Bialkowski,Bartosz Bialkowski,1128,42.9,180,187,6.79,,,Poland,211,
1,Defender,2,30,46,,Millwall,,//img.fifa.com/images/flags/4/aus.png,4009,,41,642,-497,James Meredith,James Meredith,James Meredith,700,63,202,158,6.84,,0.1,Australia,186,3
1,Midfielder,1.3,29,17(3),1,Cardiff,1,//img.fifa.com/images/flags/4/isl.png,1500,1,121,170,-133,Aron Gunnarsson,Aron Gunnarsson,Aron Gunnarsson,930,65.4,224,76,7.02,,0.8,Iceland,158,3
1,Midfielder,4.5,33,20(8),,Aston Villa,2,//img.fifa.com/images/flags/4/aus.png,1767,,75,128,-67,Mile Jedinak,Mile Jedinak,Mile Jedinak,700,75.2,244,57,7.08,,0.6,Australia,136,3
1,Defender,3.1,25,42,7,Ipswich,1,//img.fifa.com/images/flags/4/den.png,3780,2,218,261,-345,Jonas Knudsen,Jonas Knudsen,Jonas Knudsen,1054,66.5,247,100,6.96,,0.6,Denmark,134,10
1,Midfielder,0.5,33,37(3),4,Hull,2,//img.fifa.com/images/flags/4/swe.png,3246,,307,-236,53,Sebastian Larsson,Sebastian Larsson,Sebastian Larsson,889,79.3,258,232,6.7,,0.9,Sweden,124,13
1,Defender,3.1,28,29,3,Brentford,1,//img.fifa.com/images/flags/4/den.png,2541,2,161,45,-91,Henrik Dalsgaard,Henrik Dalsgaard,Henrik Dalsgaard,1054,72,266,90,6.98,,0.7,Denmark,115,4
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,-3,2,-5,,Ashkan Dejagah,Ashkan Dejagah,727,,480,,,,,Iran,-5,
1,Midfielder,4.8,25,27(7),6,Hull,2,//img.fifa.com/images/flags/4/aus.png,2460,,300,4,-348,Jackson Irvine,Jackson Irvine,Jackson Irvine,700,68.2,573,89,6.98,,0.7,Australia,-43,6
1,Forward,2.8,26,20(13),1,Reading,7,//img.fifa.com/images/flags/4/isl.png,1766,3,330,39,-430,Jon Dadi Bodvarsson,Jon Dadi Bodvarsson,Jon Dadi Bodvarsson,930,61.9,597,311,6.55,,1.5,Iceland,-61,2
1,Forward,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,4,-103,-27,,Tim Cahill,Tim Cahill,700,,639,,,,,Australia,-126,
1,Midfielder,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,110,-39,-225,,Cheikh Ndoye,Cheikh Ndoye,825,,643,,,,,Senegal,-154,
1,Goalkeeper,0.6,31,33,,Galatasaray,,//img.fifa.com/images/flags/4/uru.png,2970,1,7,342,182,Fernando Muslera,Fernando Muslera,Fernando Muslera,976,68,30,164,6.67,,,Uruguay,531,6
1,Defender,2.5,33,25,1,Besiktas,5,//img.fifa.com/images/flags/4/srb.png,2174,2,137,272,104,Dusko Tosic,Dusko Tosic,Dusko Tosic,732,83,34,71,6.94,3,0.5,Serbia,513,7
1,Midfielder,0.3,34,23(3),7,Besiktas,4,//img.fifa.com/images/flags/4/por.png,2000,5,586,-59,-51,Ricardo Quaresma,Ricardo Quaresma,Ricardo Quaresma,1306,81.6,42,3,7.51,1,2.8,Portugal,476,3
1,Defender,2.2,29,18(2),,Sevilla,2,//img.fifa.com/images/flags/4/den.png,1572,,75,318,-40,Simon Kjaer,Simon Kjaer,Simon Kjaer,1054,84.4,66,123,6.82,,0.5,Denmark,354,3
1,Midfielder,0.6,25,17(4),1,Trabzonspor,2,//img.fifa.com/images/flags/4/nga.png,1305,,262,62,-62,Ogenyi Onazi,Ogenyi Onazi,Ogenyi Onazi,635,82.3,103,155,6.7,,0.5,Nigeria,262,5
1,Forward,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,362,10,-126,,Moussa Sow,Moussa Sow,825,,114,,,,,Senegal,245,
1,Defender,1,28,31,,Alanyaspor,,//img.fifa.com/images/flags/4/sen.png,2675,1,67,251,-97,Lamine Gassama,Lamine Gassama,Lamine Gassama,825,77.9,128,94,6.86,,0.1,Senegal,221,8
1,Defender,2.2,24,26(2),,Kasimpasa,1,//img.fifa.com/images/flags/4/nga.png,2407,,45,110,-16,Kenneth Omeruo,Kenneth Omeruo,Kenneth Omeruo,635,81.2,183,53,7.02,,0.5,Nigeria,139,4
1,Defender,0.3,27,31,2,Bursaspor,5,//img.fifa.com/images/flags/4/aus.png,2788,1,44,166,-314,Aziz Behich,Aziz Behich,Aziz Behich,700,77.2,459,132,6.77,,0.6,Australia,-104,7
1,Defender,2.8,38,5,,CSKA Moscow,,//img.fifa.com/images/flags/4/rus.png,450,,165,468,182,Sergei Ignashevich,Sergei Ignashevich,Sergei Ignashevich,493,79.1,5,257,6.92,,0.4,Russia,814,
1,Defender,2.8,33,29,2,FC Krasnodar,1,//img.fifa.com/images/flags/4/swe.png,2610,2,32,583,136,Andreas Granqvist,Andreas Granqvist,Andreas Granqvist,889,87,7,18,7.16,,0.3,Sweden,751,6
1,Defender,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,148,444,71,,Vedran Corluka,Vedran Corluka,975,,12,,,,,Croatia,664,
1,Defender,2.8,27,25,3,CSKA Moscow,,//img.fifa.com/images/flags/4/rus.png,2134,,83,444,126,Mario Fernandes,Mario Fernandes,Mario Fernandes,493,79.9,14,16,7.17,,0.6,Russia,653,2
1,Defender,0.8,29,4(1),,Zenit St. Petersburg,,//img.fifa.com/images/flags/4/rus.png,330,,206,358,71,Igor Smolnikov,Igor Smolnikov,Igor Smolnikov,493,76.6,17,684,6.31,,0.2,Russia,636,2
1,Midfielder,2.4,29,9,,Tianjin Quanjian,1,//img.fifa.com/images/flags/4/bel.png,805,1,181,221,226,Axel Witsel,Axel Witsel,Axel Witsel,1346,86.8,19,60,6.95,,0.6,Belgium,628,
1,Defender,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,78,443,55,,Ragnar Sigurdsson,Ragnar Sigurdsson,930,,22,,,,,Iceland,576,
1,Midfielder,0.5,27,6,1,CSKA Moscow,1,//img.fifa.com/images/flags/4/rus.png,454,,357,157,55,Alan Dzagoev,Alan Dzagoev,Alan Dzagoev,493,80.8,24,493,6.61,,2.7,Russia,569,1
1,Forward,,25,6,,CSKA Moscow,1,//img.fifa.com/images/flags/4/nga.png,513,,541,96,-82,Ahmed Musa,Ahmed Musa,Ahmed Musa,635,66.7,26,645,6.38,,2.5,Nigeria,555,2
1,Midfielder,1.4,32,10,,Lokomotiv Moscow,6,//img.fifa.com/images/flags/4/por.png,900,2,387,108,-58,Manuel Fernandes,Manuel Fernandes,Manuel Fernandes,1306,84.7,49,25,7.52,,2.7,Portugal,437,1
