Nombre d'enregistrements,Position,Aerialswon,Age,Apps,Assists,Club,Goals,Image,Mins,Motm,Perfattack,Perfdef,Perfposs,player (Sheet1 players!score),player (Sheet1 players!stats),Player,Points,Ps,rank (Sheet1 players!stats),Rank,Rating,Red,Spg,Team,Total,Yel
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Pape Alioune Ndiaye,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Leonel Moreira,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Lee Seungwoo,520,,,,,,,South Korea,,
1,,0.4,31,14,,River Plate,,//img.fifa.com/images/flags/4/arg.png,1260,,,,,Franco Armani,,Franco Armani,1254,62.3,,64,7.11,,,Argentina,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Ferjani Sassi,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Masaaki Higashiguchi,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Dylan Bronn,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mansoor Al-Harbi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Randall Azofeifa,858,,,,,,,Costa Rica,,
1,,0.3,30,9,5,Beijing Guoan,2,//img.fifa.com/images/flags/4/bra.png,810,4,,,,Renato Augusto,,Renato Augusto,1384,81.7,,3,8.15,,1.6,Brazil,,1
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Trent Sainsbury,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Minwoo,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Johnny Acosta,858,,,,,,,Costa Rica,,
1,,0.6,29,29(1),5,Bochum,7,//img.fifa.com/images/flags/4/aus.png,2558,3,,,,Robbie Kruse,,Robbie Kruse,700,77.1,,106,6.89,,1.4,Australia,,3
1,,1.2,24,11(1),,Independiente,1,//img.fifa.com/images/flags/4/uru.png,1015,1,,,,Gaston Silva,,Gaston Silva,976,86.2,,29,7.25,,0.6,Uruguay,,2
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Patrick Pemberton,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Hamdi Nagguez,1012,,,,,,,Tunisia,,
1,,0.3,19,18(1),1,Liverpool,1,//img.fifa.com/images/flags/4/eng.png,1576,,,,,Trent Alexander-Arnold,,Trent Alexander-Arnold,1040,77.3,,63,7.02,,0.6,United Kingdom,,3
1,,0.1,26,37,,Barcelona,,//img.fifa.com/images/flags/4/ger.png,3330,,,,,Marc-Andre ter Stegen,,Marc-Andre ter Stegen,1544,79.5,,89,6.9,,,Germany,,
1,,0.6,24,8,3,Oestersunds FK,2,//img.fifa.com/images/flags/4/irn.png,720,2,,,,Saman Ghoddos,,Saman Ghoddos,727,79.8,,28,7.5,,2.9,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Koo Jacheol,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Mateus Uribe,989,,,,,,,Colombia,,
1,,0.6,23,31,6,Kasimpasa,13,//img.fifa.com/images/flags/4/egy.png,2652,8,,,,Trezeguet,,Trezeguet,636,76.7,,2,7.53,1,2.1,Egypt,,4
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mohamed Abdel-Shafy,636,,,,,,,Egypt,,
1,,0.3,36,30,,Goztepe,,//img.fifa.com/images/flags/4/por.png,2656,3,,,,Beto,,Beto,1306,66.1,,80,6.91,,,Portugal,,5
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Yun Yeongseon,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Yahia Al-Shehri,462,,,,,,,Saudi Arabia,,
1,,2.6,25,12,,Minnesota United,,//img.fifa.com/images/flags/4/crc.png,1080,,,,,Francisco Calvo,,Francisco Calvo,858,83.1,,169,6.78,,0.8,Costa Rica,,4
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Rami Bedoui,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Aleksandr Yerokhin,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Salman Al-Faraj,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mohamed El-Shennawy,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Guillermo Varela,976,,,,,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Taiseer Al-Jassam,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Kalidou Kalidou,825,,,,,,,Senegal,,
1,,,35,5,,Vasco da Gama,,//img.fifa.com/images/flags/4/uru.png,450,,,,,Martin Silva,,Martin Silva,976,65,,280,6.22,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/bel.png,,,,,,,,Leander Dendoncker,1346,,,,,,,Belgium,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Abdullah Al-Mayuf,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Yassine Bounou,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Hatan Bahbir,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/esp.png,,,,,,,,Dani Carvajal,1162,,,,,,,Spain,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Omid Ebrahimi,727,,,,,,,Iran,,
1,,0.9,21,25(2),,Caen,,//img.fifa.com/images/flags/4/mar.png,2054,,,,,Youssef Ait Bennasser,,Youssef Ait Bennasser,681,83.2,,181,6.72,,0.9,Morocco,,4
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Essam El Hadary,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Vahid Amiri,727,,,,,,,Iran,,
1,,0.3,22,6,,Maccabi Tel Aviv,,//img.fifa.com/images/flags/4/srb.png,540,1,,,,Predrag Rajkovic,,Predrag Rajkovic,732,64,,675,6.33,,,Serbia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Salem Al-Dawsari,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Simeon Nwankwo,635,,,,,,,Nigeria,,
1,,,,,,,,//img.fifa.com/images/flags/4/esp.png,,,,,,,,Saul Niquez,1162,,,,,,,Spain,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Yoshimar Yotun,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Morteza Pouraliganji,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Bjorn Bergmann Sigurdarson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Yuri Gazinsky,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Lee Jaesung,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Anderson Santamaria,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Saifeddine Khaoui,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Manuel Da Costa,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Ikechukwu Ezenwa,635,,,,,,,Nigeria,,
1,,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,,,,,,Edson Alvarez,1008,,,,,,,Mexico,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Alberto Rodriguez,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/arg.png,,,,,,,,Nahuel Guzm,1254,,,,,,,Argentina,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Marco Urena,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Diao Keita Balde,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/den.png,,,,,,,,Jens Stryger,1054,,,,,,,Denmark,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Roozbeh Cheshmi,727,,,,,,,Iran,,
1,,2,29,24(2),,Kasimpasa,1,//img.fifa.com/images/flags/4/tun.png,2146,1,,,,Syam Ben Youssef,,Syam Ben Youssef,1012,84.6,,138,6.75,,0.3,Tunisia,,7
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Sam Morsy,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Miguel Trauco,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/den.png,,,,,,,,Mathias Jorgensen,1054,,,,,,,Denmark,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Abel Aguilar,989,,,,,,,Colombia,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Kamil Goricki,1128,,,,,,,Poland,,
1,,3.2,27,6,1,FK Crvena Zvezda,,//img.fifa.com/images/flags/4/srb.png,530,1,,,,Milan Rodic,,Milan Rodic,732,73.2,,201,7,1,0.8,Serbia,,1
1,,1.6,34,7,2,Zenit St. Petersburg,3,//img.fifa.com/images/flags/4/srb.png,615,1,,,,Branislav Ivanovic,,Branislav Ivanovic,732,81.8,,40,7.42,,0.7,Serbia,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Luis Fernando Muriel,989,,,,,,,Colombia,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Yohan Benalouane,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Gen Shoji,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Ayoub El Kaabi,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Hong Chul,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/nga.png,,,,,,,,Abdullahi Shehu,635,,,,,,,Nigeria,,
1,,0.6,28,28(2),8,Galatasaray,3,//img.fifa.com/images/flags/4/mar.png,2445,2,,,,Younes Belhanda,,Younes Belhanda,681,80.2,,7,7.39,2,1.3,Morocco,,4
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Karim Ansarifard,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Ramin Rezaeian,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Amr Warda,636,,,,,,,Egypt,,
1,,1.2,27,32(3),8,Burnley,2,//img.fifa.com/images/flags/4/isl.png,2840,,,,,Johann Berg Gudmundsson,,Johann Berg Gudmundsson,930,73.7,,60,7.02,,1.5,Iceland,,2
1,,1.2,33,8(1),1,Lokomotiv Moscow,4,//img.fifa.com/images/flags/4/per.png,583,,,,,Jefferson Farfan,,Jefferson Farfan,1106,83,,180,7.02,,2.1,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Son Heungmin,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Ahmad Reda Tagnaouti,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Motaz Hawsawi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Mark Milligan,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Kosuke Nakamura,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/srb.png,,,,,,,,Uros Spajic,732,,,,,,,Serbia,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Samuel Fridjonsson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Lukasz Teodorczyk,1128,,,,,,,Poland,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Ki Sungyueng,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mahmoud Elwensh,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Jonathan Urretaviscaya,976,,,,,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Seyed Majid Hosseini,727,,,,,,,Iran,,
1,,0.3,29,23,,Independiente,,//img.fifa.com/images/flags/4/uru.png,2070,,,,,Martin Campana,,Martin Campana,976,65.2,,327,6.65,,,Uruguay,,1
1,,,,,,,,//img.fifa.com/images/flags/4/srb.png,,,,,,,,Aleksandar Prijovic,732,,,,,,,Serbia,,
1,,0.1,28,7(1),,LA Galaxy,1,//img.fifa.com/images/flags/4/mex.png,622,,,,,Jonathan dos Santos,,Jonathan dos Santos,1008,88,,137,6.88,,0.6,Mexico,,2
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Go Yohan,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Moussa Wague,825,,,,,,,Senegal,,
1,,0.4,24,3(2),2,Cruzeiro,1,//img.fifa.com/images/flags/4/uru.png,344,2,,,,Giorgian de Arrascaeta,,Giorgian De Arrascaeta,976,76.4,,15,7.44,,3.6,Uruguay,,1
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Arnor Ingvi Traustason,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Saad Samir,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Hotaru Yamaguchi,528,,,,,,,Japan,,
1,,2.1,24,26(1),,Bursaspor,2,//img.fifa.com/images/flags/4/nga.png,2286,,,,,William Troost-Ekong,,William Troost-Ekong,635,81.5,,165,6.67,1,0.7,Nigeria,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Wataru Endo,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Ahmed Khalil,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Ahmed Fathi,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,,,,,,Dominik Livakovic,975,,,,,,,Croatia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Abdullah Alkhaibari,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Park Jooho,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/pan.png,,,,,,,,Jose Calderon,574,,,,,,,Panama,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Lee Yong,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Oscar Murillo,989,,,,,,,Colombia,,
1,,0.4,22,8(2),1,Lokomotiv Moscow,1,//img.fifa.com/images/flags/4/rus.png,690,,,,,Anton Miranchuk,,Anton Miranchuk,493,80.5,,561,6.53,,1.1,Russia,,1
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Jang Hyunsoo,520,,,,,,,South Korea,,
1,,3.7,21,12(3),,Amkar,1,//img.fifa.com/images/flags/4/irn.png,996,1,,,,Saeid Ezatolahi,,Saeid Ezatolahi,727,67.6,,46,6.99,,1.4,Iran,,4
1,,2.1,26,17(2),4,Independiente,3,//img.fifa.com/images/flags/4/arg.png,1539,,,,,Maximiliano Meza,,Maximiliano Meza,1254,76.5,,21,7.3,,2.5,Argentina,,1
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Milos Degenek,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/bra.png,,,,,,,,Philippe Coutinho,1384,,,,,,,Brazil,,
1,,,,,,,,//img.fifa.com/images/flags/4/crc.png,,,,,,,,Yeltsin Tejeda,858,,,,,,,Costa Rica,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Jose Carvallo,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/sui.png,,,,,,,,Michael Lang,1179,,,,,,,Switzerland,,
1,,0.1,25,6(1),,Ludogorets Razgrad,,//img.fifa.com/images/flags/4/pol.png,485,1,,,,Jacek Goralski,,Jacek Goralski,1128,86.6,,181,7.01,,0.3,Poland,,1
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Omar Gaber,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Keisuke Honda,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Edison Flores,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Ju Sejong,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Osama Hawsawi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Ari Freyr Skulason,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,,,,,,Mikael Lustig,889,,,,,,,Sweden,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Slawomir Peszko,1128,,,,,,,Poland,,
1,,1,28,11,,Changchun Yatai,7,//img.fifa.com/images/flags/4/nga.png,990,2,,,,Odion Ighalo,,Odion Ighalo,635,72.8,,36,7.12,,3.5,Nigeria,,3
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Ali Maaloul,1012,,,,,,,Tunisia,,
1,,0.3,26,14(14),3,Fortuna Duesseldorf,8,//img.fifa.com/images/flags/4/jap.png,1389,2,,,,Takashi Usami,,Takashi Usami,528,78.4,,103,6.89,,1.3,Japan,,
1,,0.9,26,28(2),6,FC Krasnodar,10,//img.fifa.com/images/flags/4/swe.png,2490,4,,,,Viktor Claesson,,Viktor Claesson,889,80.4,,23,7.12,,2.3,Sweden,,1
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Sherif Ekramy,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/arg.png,,,,,,,,Gio Lo Celso,1254,,,,,,,Argentina,,
1,,,,,,,,//img.fifa.com/images/flags/4/arg.png,,,,,,,,Nahuel Guzm?�n,1254,,,,,,,Argentina,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Hannes Thor Halldorsson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Jose Fernando Cuadrado,989,,,,,,,Colombia,,
1,,1.8,29,8,,Dynamo Kyiv,,//img.fifa.com/images/flags/4/cro.png,720,,,,,Josip Pivaric,,Josip Pivaric,975,74.9,,362,6.75,,0.6,Croatia,,1
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Birkir Mar Saevarsson,930,,,,,,,Iceland,,
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Cristian Rodriguez,976,,,,,,,Uruguay,,
1,,,,,,,,//img.fifa.com/images/flags/4/jap.png,,,,,,,,Ryota Oshima,528,,,,,,,Japan,,
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Tom Rogic,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Juan Fernando Quintero,989,,,,,,,Colombia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Seunggyu,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/aus.png,,,,,,,,Tomi Juric,700,,,,,,,Australia,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Aldo Corzo,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Muhannad Assiri,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Oh Bansuk,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/esp.png,,,,,,,,Marcio Asensio,1162,,,,,,,Spain,,
1,,,,,,,,//img.fifa.com/images/flags/4/uru.png,,,,,,,,Maximiliano Pereira,976,,,,,,,Uruguay,,
1,,1,28,4,,Rijeka,3,//img.fifa.com/images/flags/4/sui.png,311,1,,,,Mario Gavranovic,,Mario Gavranovic,1179,61.7,,82,7.24,,1,Switzerland,,2
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Saber Khalifa,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/den.png,,,,,,,,Nicolai Jorgensen,1054,,,,,,,Denmark,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Andrei Semyonov,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Mahmoud Shikabala,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Abdullah Otayf,462,,,,,,,Saudi Arabia,,
1,,0.9,34,8,,Partizan Belgrade,,//img.fifa.com/images/flags/4/srb.png,720,,,,,Vladimir Stojkovic,,Vladimir Stojkovic,732,44.4,,366,6.75,,,Serbia,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Michal Pazdan,1128,,,,,,,Poland,,
1,,,,,,,,//img.fifa.com/images/flags/4/bel.png,,,,,,,,Dedryck Boyata,1346,,,,,,,Belgium,,
1,,,,,,,,//img.fifa.com/images/flags/4/swe.png,,,,,,,,Isaac Kiese Thelin,889,,,,,,,Sweden,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Mehdi Torabi,727,,,,,,,Iran,,
1,,1.6,33,6(1),,FC Copenhagen,,//img.fifa.com/images/flags/4/den.png,500,,,,,William Kvist,,William Kvist,1054,84.8,,453,6.65,,0.7,Denmark,,1
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Rashid Mazaheri,727,,,,,,,Iran,,
1,,1.9,31,9,,Seattle Sounders FC,1,//img.fifa.com/images/flags/4/swe.png,810,,,,,Gustav Svensson,,Gustav Svensson,889,85.5,,59,7.11,,0.8,Sweden,,1
1,,,,,,,,//img.fifa.com/images/flags/4/tun.png,,,,,,,,Aymen Mathlouthi,1012,,,,,,,Tunisia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Hussain Al-Moqahwi,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Ayman Ashraf,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Tarek Hamed,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Jeong Seunghyeon,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Artyom Dzyuba,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Mounir El Kajoui,681,,,,,,,Morocco,,
1,,,,,,,,//img.fifa.com/images/flags/4/rus.png,,,,,,,,Aleksei Miranchuk,493,,,,,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Alfred Ndiaye,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/kor.png,,,,,,,,Kim Younggwon,520,,,,,,,South Korea,,
1,,,,,,,,//img.fifa.com/images/flags/4/egy.png,,,,,,,,Abdallah Said,636,,,,,,,Egypt,,
1,,,,,,,,//img.fifa.com/images/flags/4/mex.png,,,,,,,,Guillermo Ochoa,1008,,,,,,,Mexico,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Yasser Al-Musailem,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/mar.png,,,,,,,,Badr Benoun,681,,,,,,,Morocco,,
1,,1.4,27,22,3,Boca Juniors,2,//img.fifa.com/images/flags/4/col.png,1936,2,,,,Frank Fabra,,Frank Fabra,989,83.8,,9,7.45,,0.5,Colombia,,6
1,,,,,,,,//img.fifa.com/images/flags/4/pan.png,,,,,,,,Jaime Penedo,574,,,,,,,Panama,,
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Idrisa Gana Gueye,825,,,,,,,Senegal,,
1,,1.3,32,27(2),8,Fenerbahce,4,//img.fifa.com/images/flags/4/mar.png,2278,1,,,,Nabil Dirar,,Nabil Dirar,681,79.1,,30,7.13,,1,Morocco,,4
1,,,,,,,,//img.fifa.com/images/flags/4/sen.png,,,,,,,,Mbaye Niang,825,,,,,,,Senegal,,
1,,,,,,,,//img.fifa.com/images/flags/4/cro.png,,,,,,,,Lovre Kalinic,975,,,,,,,Croatia,,
1,,,,,,,,//img.fifa.com/images/flags/4/ksa.png,,,,,,,,Mohamed Kanno,462,,,,,,,Saudi Arabia,,
1,,,,,,,,//img.fifa.com/images/flags/4/isl.png,,,,,,,,Kari Arnason,930,,,,,,,Iceland,,
1,,0.4,26,8,,Zenit St. Petersburg,,//img.fifa.com/images/flags/4/rus.png,720,,,,,Andrey Lunev,,Andrey Lunev,493,67.7,,172,7.04,,,Russia,,
1,,,,,,,,//img.fifa.com/images/flags/4/irn.png,,,,,,,,Alireza Beiranvand,727,,,,,,,Iran,,
1,,,,,,,,//img.fifa.com/images/flags/4/pol.png,,,,,,,,Rafal Kurzawa,1128,,,,,,,Poland,,
1,,2,31,11,2,Tianjin Teda,1,//img.fifa.com/images/flags/4/nga.png,990,,,,,John Obi Mikel,,John Obi Mikel,635,83.8,,32,7.17,,0.6,Nigeria,,4
1,,,,,,,,//img.fifa.com/images/flags/4/bra.png,,,,,,,,Pedro Geromel,1384,,,,,,,Brazil,,
1,,,,,,,,//img.fifa.com/images/flags/4/per.png,,,,,,,,Carlos Caceda,1106,,,,,,,Peru,,
1,,,,,,,,//img.fifa.com/images/flags/4/col.png,,,,,,,,Miguel Borja,989,,,,,,,Colombia,,